reward,latency,energy,completion,agree,syncs,scenario,method,tau,sync_mode,predictor,eps
-3899.0561768606503,0.22551619850796573,457.23564470025474,1.0,0.9712549019607843,101.0,k3,current_exact_m,1,fixed,linear,0.0
-4362.3503872013725,0.255292484964707,455.58713881366174,1.0,0.970607843137255,101.0,k3,current_exact_m,1,fixed,linear,0.0
-3860.4041714203327,0.22979817305096534,456.334888604095,1.0,0.9722941176470588,101.0,k3,current_exact_m,1,fixed,linear,0.0
-4260.44931006614,0.24755120584419982,455.3816026072244,1.0,0.9685882352941176,101.0,k3,current_exact_m,1,fixed,linear,0.0
-5860.316936330992,0.2960838760968211,462.8916823720527,0.8952524330965188,0.7905882352941177,51.0,k3,current_exact_m,2,fixed,linear,0.0
-5322.250997061332,0.279928945791716,462.1337352357976,0.8897192462405166,0.7964313725490196,51.0,k3,current_exact_m,2,fixed,linear,0.0
-6284.537271604159,0.32010400601688727,464.06840918036335,0.8924733684276738,0.778156862745098,51.0,k3,current_exact_m,2,fixed,linear,0.0
-5566.95992904181,0.2894739803552294,462.42629230138544,0.8890776399057125,0.7967450980392157,51.0,k3,current_exact_m,2,fixed,linear,0.0
-6040.880276254626,0.31029780647180666,463.614632484117,0.8886405665197301,0.7785686274509803,51.0,k3,current_exact_m,2,fixed,linear,0.0
-6415.977193954088,0.3151235691604511,464.4699123578645,0.8615585747214926,0.731921568627451,34.0,k3,current_exact_m,3,fixed,linear,0.0
-5878.095457583432,0.29837516399406444,463.8212121370293,0.855416076386479,0.7397254901960786,34.0,k3,current_exact_m,3,fixed,linear,0.0
-6820.652363498519,0.34008970774440506,465.9485400205298,0.8604486069736499,0.7146666666666668,34.0,k3,current_exact_m,3,fixed,linear,0.0
-6122.197177549444,0.30662253910159654,464.22228131299914,0.856917176836854,0.7369607843137256,34.0,k3,current_exact_m,3,fixed,linear,0.0
-6799.99573839331,0.3335375176288341,465.54398486255184,0.850068181763891,0.7157450980392157,34.0,k3,current_exact_m,3,fixed,linear,0.0
-7147.927962656987,0.33901066697907745,465.73561063692125,0.8219740468898159,0.6761372549019609,21.0,k3,current_exact_m,5,fixed,linear,0.0
-6658.848197548529,0.32405456349684697,465.6992371460975,0.8119652849306511,0.6882156862745098,21.0,k3,current_exact_m,5,fixed,linear,0.0
-7650.056538782973,0.36322850372878246,467.9116976618144,0.827850920324169,0.6563921568627452,21.0,k3,current_exact_m,5,fixed,linear,0.0
-6676.063089523263,0.32774103341419536,465.8381911086857,0.822349735173861,0.6849607843137255,21.0,k3,current_exact_m,5,fixed,linear,0.0
-7383.856562906003,0.35221842610284493,467.4258978149405,0.8191625391610999,0.6610196078431372,21.0,k3,current_exact_m,5,fixed,linear,0.0
-8129.656525195598,0.3788897159455974,469.18973873050226,0.7763215086815742,0.6132941176470588,11.0,k3,current_exact_m,10,fixed,linear,0.0
-7627.074671232314,0.3644251323782858,469.06496103057145,0.7589889349085168,0.6277843137254902,11.0,k3,current_exact_m,10,fixed,linear,0.0
-8649.139725975298,0.39978760637716515,470.2293345175705,0.7858235163030585,0.5958039215686275,11.0,k3,current_exact_m,10,fixed,linear,0.0
-7597.21936995656,0.3616439624840071,468.35161288123135,0.7796840653193813,0.6320392156862745,11.0,k3,current_exact_m,10,fixed,linear,0.0
-8122.386312042884,0.38450073074040503,470.3258526681822,0.7787544142425203,0.5983137254901962,11.0,k3,current_exact_m,10,fixed,linear,0.0
-3638.4311139905003,0.2303853447283112,350.6585587611328,1.0,1.0,101.0,k3,mpc_m_h3,1,fixed,linear,0.0
-3381.8199249168683,0.21660163325441525,347.5159531935075,1.0,1.0,101.0,k3,mpc_m_h3,1,fixed,linear,0.0
-3927.696381350413,0.24744869211001025,353.08051589360105,1.0,1.0,101.0,k3,mpc_m_h3,1,fixed,linear,0.0
-3439.1916874539093,0.22229279772445185,350.98419059203815,1.0,1.0,101.0,k3,mpc_m_h3,1,fixed,linear,0.0
-3725.015161293719,0.23798355683264827,360.9902144721345,1.0,1.0,101.0,k3,mpc_m_h3,1,fixed,linear,0.0
-5449.903582418435,0.28952308282357586,365.3586001819896,0.8954960808263646,0.8056470588235294,51.0,k3,mpc_m_h3,2,fixed,linear,0.0
-5057.646458316429,0.2749001654005486,360.5561477363007,0.8899028657396928,0.8138039215686274,51.0,k3,mpc_m_h3,2,fixed,linear,0.0
-5960.904872301637,0.3143729001517463,364.0308152773029,0.8928529788625046,0.7944117647058824,51.0,k3,mpc_m_h3,2,fixed,linear,0.0
-5369.414576273178,0.28506702376373244,363.7275507814285,0.8892370405205137,0.8119019607843138,51.0,k3,mpc_m_h3,2,fixed,linear,0.0
-5685.4732320074145,0.30378350927404707,369.7733470977224,0.8886408676338714,0.8002745098039217,51.0,k3,mpc_m_h3,2,fixed,linear,0.0
-6107.804450392396,0.30970780420685223,366.94648937448784,0.8618130390246108,0.7433921568627452,34.0,k3,mpc_m_h3,3,fixed,linear,0.0
-5684.889221489029,0.29395337362939505,357.2701597911474,0.8556263724792311,0.7545882352941177,34.0,k3,mpc_m_h3,3,fixed,linear,0.0
-6525.401027336893,0.33480841788954463,378.7809610021494,0.8608884239092918,0.7289803921568628,34.0,k3,mpc_m_h3,3,fixed,linear,0.0
-5825.3652119721455,0.3018360305990487,372.0145591699681,0.857216183651216,0.7470392156862745,34.0,k3,mpc_m_h3,3,fixed,linear,0.0
-6351.207525038653,0.3264606584726151,382.5816682831516,0.8501926790286873,0.7315686274509805,34.0,k3,mpc_m_h3,3,fixed,linear,0.0
-6729.415249403051,0.33273515767911366,372.65945239571727,0.8223905000525035,0.6865882352941177,21.0,k3,mpc_m_h3,5,fixed,linear,0.0
-6237.693498308434,0.31791313936932053,371.364875248987,0.8127412749383188,0.6953333333333334,21.0,k3,mpc_m_h3,5,fixed,linear,0.0
-7122.294664238345,0.3557314210203639,388.64417034489736,0.8289335006625891,0.6637843137254902,21.0,k3,mpc_m_h3,5,fixed,linear,0.0
-6405.967814173857,0.32269585383900834,374.1895959491468,0.822928507833484,0.6946862745098039,21.0,k3,mpc_m_h3,5,fixed,linear,0.0
-6891.108481990921,0.34481359287369895,393.5915833505743,0.8197851768588473,0.6736470588235295,21.0,k3,mpc_m_h3,5,fixed,linear,0.0
-7612.367927380525,0.37164672622444195,421.69623635872415,0.7777086979642847,0.6151372549019608,11.0,k3,mpc_m_h3,10,fixed,linear,0.0
-7167.715356751216,0.35806074399078,408.05562398239505,0.7603596967000903,0.6319019607843137,11.0,k3,mpc_m_h3,10,fixed,linear,0.0
-8149.537433554762,0.3928723583572301,414.8840593288836,0.7868485138817816,0.6003529411764705,11.0,k3,mpc_m_h3,10,fixed,linear,0.0
-7198.440976117736,0.35520022102858906,405.19848871931947,0.7812412016898265,0.6346078431372549,11.0,k3,mpc_m_h3,10,fixed,linear,0.0
-7956.692232993717,0.38101260925644725,427.2792578583534,0.7793141463157996,0.6076862745098038,11.0,k3,mpc_m_h3,10,fixed,linear,0.0
