reward,latency,energy,completion,agree,syncs,scenario,method,tau,sync_mode,predictor,eps,delta,task_mode
-10220.56330251687,0.5334826023110641,386.0203073044577,0.8371809916554609,0.6504705882352941,34.0,k3_burst,pmeo_m_eco,3,fixed,linear,0.0,,
-10494.284341845076,0.47210239103192836,389.62147582241175,0.8575180475634655,0.6071764705882352,21.0,k3_burst,pmeo_m_eco,5,fixed,linear,0.0,,
-11664.523623523315,0.591902762743616,426.19533530876,0.8017648200340576,0.5257450980392158,11.0,k3_burst,pmeo_m_eco,10,fixed,linear,0.0,,
-8204.627746287544,0.3560315412718202,332.66885801262254,0.9088406454140449,0.8035294117647058,48.2,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,25.0,load
-7604.838962461149,0.3357967581185536,334.75496056525805,0.9108298562233861,0.8238627450980391,52.3,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,25.0,load
-8689.490277513189,0.37468205127510623,334.11816010147265,0.9122297223972217,0.7921568627450979,47.6,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,25.0,load
-7860.31369275933,0.3433657774857152,335.48227582183074,0.913878497983627,0.8177058823529413,50.8,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,25.0,load
-8455.086506368214,0.3694735639421236,347.7133026338236,0.9066165273873008,0.8005098039215687,48.0,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,25.0,load
-8410.229833969079,0.36416554261860273,333.85566614203077,0.8964443350752239,0.7823529411764707,42.4,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,30.0,load
-7882.232861429851,0.3453563368308731,329.1554359239838,0.8968010864970244,0.7988235294117647,45.2,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,30.0,load
-8828.754558866849,0.3827492609554759,339.3332799392283,0.8996178354592173,0.768078431372549,42.0,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,30.0,load
-8107.472648707075,0.3524183719462154,333.38951781375306,0.9011170721019838,0.7929999999999999,44.4,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,30.0,load
-8783.105215580154,0.38139995975873775,343.65420810589904,0.8899431242354285,0.7688039215686275,40.5,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,30.0,load
-8801.802329708062,0.38131195555137676,331.11356396040253,0.8703987209247531,0.7405686274509804,31.2,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,40.0,load
-8280.419715180635,0.3617901937323846,324.8972714547566,0.8710356982707823,0.7513921568627451,33.2,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,40.0,load
-9283.887578724363,0.399658915218739,332.2711110879474,0.8775481532658066,0.722313725490196,31.3,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,40.0,load
-8462.85569587867,0.3673249736620245,326.9833020234699,0.8789141045050373,0.7528823529411766,34.0,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,40.0,load
-9142.165486063708,0.3951292381492426,342.06371502570164,0.8708892423351647,0.7335686274509803,31.9,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,40.0,load
-8989.406408560091,0.3901757628021398,331.10018269176317,0.8589691899027232,0.7163725490196078,25.6,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,50.0,load
-8510.593184980611,0.3747076528633023,323.8415537776739,0.8529251504520519,0.7249019607843137,27.1,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,50.0,load
-9549.645453849791,0.4108150681211641,332.886064318546,0.8631463002874359,0.6974901960784313,25.2,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,50.0,load
-8749.112853182054,0.3775721816306037,326.9472686597463,0.8649728101495535,0.7275882352941176,27.5,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,50.0,load
-9438.622505715535,0.4068375160919005,337.5117364684348,0.8567233164893929,0.7044509803921567,25.2,k3_burst,pmeo_m_eco,9999,adaptive,linear,0.0,50.0,load
